#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
27;Mjesne zajednice ne dozvoljavaju da se kladionice otvaraju pored škola.;Local communities do not allow betting shops to open next to schools.;men;peace;2.0;1.0;7.0;10;19.0;4.0;;19;0.0;Education;4;0;Criminality and Legal Enforcement;Rights & Dignity;Rights & Dignity;1;1;2.48566;1.368421;1.262136;3.956522;1.238095;2.835821
30;U Potocima bošnjačka, hrvatska i srpska djeca, idu zajedno u istu osnovnu školu.;In Potoci, Bosniak, Croat and Serb children go to the same primary school together.;youth;peace;5.0;2.0;2.0;9;19.3;15.5;;19;3.0;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;3;2;2.237094;3.421053;2.524272;1.130435;1.114286;1.971429
31;Uvedeno je više autobuskih linija iz Potoka za Mostar.;More bus lines from Potoci to Mostar have been introduced.;men;peace;;2.0;7.0;9;21.4;;;21;4.0;Public transport;0;0;0;Culture & Society;0;-2;2;2.237094;0.0;2.524272;3.956522;6.5;0.0
33;Djeca u Potocima se igraju zajedno, bez obzira na nacionalnost;Children in Potoci play together, regardless of their nationality.;women;peace;2.0;1.0;5.0;8;15.5;11.4;;15;5.0;Inclusion;11;4.0;Informal;Culture & Society;Culture & Society;1;1;1.988528;1.368421;1.262136;2.826087;0.430642;1.87234
34;Uspostavljen je odbor mjesnih zajednica koji organizuje zajedničke aktivnosti (npr. kulturne, edukativne) za sve ljude.;A local community committee has been established which organizes joint activities (e.g. cultural, educational) for all people.;women;peace;3.0;2.0;3.0;8;9.6;3.7;;9;6.0;Mjesna zajednica;3;7.0;Activities;Rights & Dignity;Culture & Society;1;2;1.988528;2.052632;2.524272;1.695652;1.540741;1.517241
35;Na TV ne objavljuju svaku večer priče o ratu u BiH.;They do not publish stories about the war in BiH on TV every night.;women;peace;1.0;4.0;3.0;8;13.1;7.0;;13;10.0;Traditional;7;0;Legacies of War;Culture & Society;Dealing with the Past;-3;1;1.988528;0.684211;5.048544;1.695652;3.333333;1.935484
36;Vozači u Potocima koriste žmigavce.;Drivers in Potoci use turn signals.;men;peace;1.0;2.0;5.0;8;21.2;;;21;2.0;Traffic;0;0;0;Culture & Society;0;-1;1;1.988528;0.684211;2.524272;2.826087;5.777778;0.0
41;U Potocima mladi ljudi različitih nacionalnosti izlaze u iste kafiće.;In Potoci, young people of different nationalities go out to the same cafes.;women;peace;3.0;;4.0;7;11.1;15.5;;11;10.0;Cafes and Space;15;5;Inclusion;Culture & Society;Culture & Society;3;3;1.739962;2.052632;0.0;2.26087;1.760155;1.533333
42;Ljudi nisu prisiljeni navodnjavati bašte sa hlorisanom vodom iz slavine.;People are not forced to irrigate their gardens with chlorinated tap water.;women;peace;4.0;2.0;1.0;7;17.6;9.1;;17;6.0;Water/agriculture;9;10.0;City politics;Economic Activity & Livelihoods;Rights & Dignity;2;1;1.739962;2.736842;2.524272;0.565217;3.159722;2.333333
43;Maloljetnici ne hodaju po klubovima poslije 22.00 sata.;Minors don't frequent clubs after 10PM.;men;peace;3.0;;4.0;7;15.0;11.1;;15;0.0;Youth;11;10.0;Cafes and Space;Culture & Society;Culture & Society;3;3;1.739962;2.052632;0.0;2.26087;0.376812;1.638298
44;Više ljudi ima posao.;More people have jobs.;women;peace;3.0;;4.0;7;20.2;10.2;2022-02-12 00:00:00;20;2.0;Hiring & employment;10;2.0;Unemployment;Economic Activity & Livelihoods;Rights & Dignity;3;3;1.739962;2.052632;0.0;2.26087;1.723485;1.333333
45;U BiH je razvijen turizam zahvaljujući iskorištavanju postojećeg prirodnog bogatstva.;Tourism has developed in B&H thanks to the use of existing natural resources.;men;peace;3.0;1.0;3.0;7;20.4;3.5;;20;4.0;Tourism;3;5;Use of outdoors;Economic Activity & Livelihoods;Culture & Society;2;1;1.739962;2.052632;1.262136;1.695652;1.723485;1.327586
49;Otac se trudi da se mržnja prema drugim nacijama ne širi međi njegovom djecom.;The father makes an effort not to spread hatred towards other nations among his children.;men;peace;5.0;;1.0;6;15.2;6.1;2022-02-12 00:00:00;15;2.0;Infrastructure;6;10.0;Us V Them;Culture & Society;Culture & Society;5;1;1.491396;3.421053;0.0;0.565217;0.322981;1.757962
50;Roditelji Red Army-a znaju šta im djeca rade.;The parents of Red Army members know what their children are doing.;men;peace;;2.0;4.0;6;15.2;4.1;2022-02-12 00:00:00;15;2.0;Infrastructure;4;10.0;Sport & Hooliganism;Culture & Society;Rights & Dignity;-2;2;1.491396;0.0;2.524272;2.26087;0.322981;1.701493
51;Jednom mjesečno, organizuju se radionice za mlade u Potocima.;Once a month, workshops for young people are organized in Potoci.;men;peace;2.0;1.0;3.0;6;15.1;19.2;;15;10.0;Engagement;19;2.0;Non-school based education;Culture & Society;Rights & Dignity;1;1;1.491396;1.368421;1.262136;1.695652;0.322981;1.285714
52;Mostarski orkestar ne izvodi samo praznične koncerte, jer u Mostaru ima više prostora gdje mogu nastupiti za brojnu publiku.;The Mostar Orchestra does not only perform holiday concerts, because there are more places in Mostar where they can perform for a large audience.;youth;peace;3.0;;3.0;6;17.2;3.7;;17;2.0;Public Spaces;3;7.0;Activities;Economic Activity & Livelihoods;Culture & Society;3;3;1.491396;2.052632;0.0;1.695652;2.708333;1.137931
58;Djevojka ima prijatelje i Bošnjake i Hrvate.;The girl has both Bosniak and Croat friends.;youth;peace;2.0;1.0;2.0;5;6.2;15.5;;6;2.0;Personal relationships;15;5;Inclusion;Culture & Society;Culture & Society;1;1;1.24283;1.368421;1.262136;1.130435;0.090003;1.095238
59;Mladi ljudi koji završe školu nisu prisiljeni odlaziti u inostranstvo (zbog posla).;Young people who finish school are not forced to go abroad (for work).;women;peace;5.0;;;5;20.5;19.0;;20;5.0;Youth employment;19;0;Education;Economic Activity & Livelihoods;Rights & Dignity;5;5;1.24283;3.421053;0.0;0.0;1.231061;1.071429
60;Ultrasi ne dolaze po noći u Potoke kako bi pisali slovo „U“ na fasadama u ulicama u kojoj su Hrvati manjina.;"Ultras do not come to Potoci at night to write the letter ""U"" on the facades in the streets where Croats are a minority.";men;peace;;;5.0;5;3.0;8.0;;3;0.0;Public space;8;0;Nationalism;Culture & Society;Culture & Society;0;5;1.24283;0.0;0.0;2.826087;1.018809;1.153846
61;Studentice generacije ne moraju ići u Njemačku, zato jer mogu dobiti posao u Mostaru.;Female valedictorians do not have to go to Germany, because they can get a job in Mostar.;men;peace;3.0;;2.0;5;20.7;10.2;2.12.22;20;7.0;Migration;10;2.0;Unemployment;Economic Activity & Livelihoods;Rights & Dignity;3;2;1.24283;2.052632;0.0;1.130435;1.231061;0.952381
62;Mediji ne izvještavaju o tuči dvije starije žene blizu Mašinsko-saobraćajane škole kao o međunacionalnom incidentu nekih učenica te škole.;The media do not report on the fight between two elderly women near the Mechanical and Traffic School as an interethnic incident of some students of that school.;youth;peace;;1.0;4.0;5;6.1;13.0;;6;10.0;Us V Them;13;0;Media;Culture & Society;Culture & Society;-1;1;1.24283;0.0;1.262136;2.26087;0.090003;1.025641
63;Ljude se ne ubija u pojam tako da im se svaki dan serviraju male doze negativnih vijesti.;People's spirits are not crushed by being serving small doses of negative news every day.;women;peace;1.0;2.0;2.0;5;13.0;10.2;;13;0.0;Media;10;2.0;Unemployment;Culture & Society;Rights & Dignity;-1;1;1.24283;0.684211;2.524272;1.130435;2.083333;0.952381
68;Djevojka se neće promijeniti za nekoga kome se ne sviđa kako se oblači.;A girl will not change for someone who does not like the way she dresses.;youth;peace;3.0;;1.0;4;22.1;1.1;;22;10.0;Gender norms;1;10.0;Personal value;Culture & Society;Culture & Society;3;1;0.994264;2.052632;0.0;0.565217;15.294118;1.423729
69;Djevojka koja živi na granici između Hrvata i Bošnjaka u Potocima, ne može osjetiti da su drugačiji.;A girl living on the border between Croats and Bosniaks in Potoci cannot feel that they are different.;youth;peace;1.0;;3.0;4;1.3;6.9;;1;3.0;Social;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;1;1;0.994264;0.684211;0.0;1.695652;0.419693;1.171975
70;Za razliku od starijih generacija koje su doživjele rat, mladi žive bez nacionalnih podjela jer nisu doživjeli rat.;Unlike the older generations who experienced the war, the young live without national divisions because they have not experienced the war.;youth;peace;2.0;1.0;1.0;4;7.6;15.5;;7;6.0;Intergroup;15;5;Inclusion;Dealing with the Past;Culture & Society;1;1;0.994264;1.368421;1.262136;0.565217;0.55914;0.87619
71;Kad djevojka dođe iz škole umorna, majka joj daje bar sat vremena da se malo opusti i odmori.;When a girl comes home from school tired, her mother gives her at least an hour to rest and relax.;youth;peace;;;4.0;4;11.3;15.2;2022-02-12 00:00:00;11;3.0;Individual Leisure;15;2.0;Infrastructure;Culture & Society;Culture & Society;0;4;0.994264;0.0;0.0;2.26087;1.005803;0.87619
72;Kada su bili protesti na Uborku, svi su, bez obzira na vjeru i nacionalnost, izašli na ulice, kako bi branili svoje mjesto.;When there were protests at Uborak, everyone, regardless of religion or nationality, took to the streets to protect their place.;youth;peace;1.0;1.0;2.0;4;6.4;6.9;;6;4.0;Activism;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;0;1;0.994264;0.684211;1.262136;1.130435;0.072002;1.171975
73;Kad se desi neki incident između ljudi različitih nacionalnosti u gradu, ljudi ne govore, “ono su njihovi, to su naši.”;"When there is an incident between people of different nationalities in the city, people don't say, ""these are theirs, and these are ours.""";youth;peace;3.0;;1.0;4;6.1;1.3;;6;10.0;Us V Them;1;3.0;Social;Culture & Society;Culture & Society;3;1;0.994264;2.052632;0.0;0.565217;0.072002;1.423729
74;Kada se desi incident poput tuče huligana, za to se ne krivi jedna cijela nacija.;When an incident like a hooligan fight happens, one whole nation is not blamed for that.;youth;peace;2.0;2.0;;4;4.1;6.1;;4;10.0;Sport & Hooliganism;6;10.0;Us V Them;Rights & Dignity;Culture & Society;0;2;0.994264;1.368421;2.524272;0.0;0.408484;1.171975
75;Smrad s Uborka se ne širi do Potoka.;The stench from Uborak does not spread to Potoci.;men;peace;2.0;;2.0;4;18.1;10.6;;18;10.0;Waste management Services;10;6.0;Public utilities;Rights & Dignity;Rights & Dignity;2;2;0.994264;1.368421;0.0;1.130435;52.0;0.761905
76;Vlast nije korumpirana i zato ne nastaju sukobi na nacionalnoj osnovi.;The government is not corrupt and therefore conflicts do not arise on a national basis.;men;peace;3.0;1.0;;4;6.1;4.2;;6;10.0;Us V Them;4;2.0;Corruption;Culture & Society;Rights & Dignity;2;1;0.994264;2.052632;1.262136;0.0;0.072002;1.134328
77;Roditelji svojoj djeci ne pune glavu nacionalističkim predrasudama.;Parents do not fill their children's heads with nationalist prejudices.;youth;peace;1.0;;3.0;4;8.0;15.2;2022-02-12 00:00:00;8;0.0;Nationalism;15;2.0;Infrastructure;Culture & Society;Culture & Society;1;1;0.994264;0.684211;0.0;1.695652;13.333333;0.87619
78;Roditelji ne moraju imati političke veze da bi se njihova djeca zaposlila u Mostaru.;Parents do not have to have political connections in order for their children to be employed in Mostar.;men;peace;2.0;1.0;1.0;4;4.2;20.5;;4;2.0;Corruption;20;5;Youth employment;Rights & Dignity;Economic Activity & Livelihoods;1;1;0.994264;1.368421;1.262136;0.565217;0.408484;0.916667
79;Ljudi u Potocima nisu uznemireni zato što svaku večer na TV čuju priču o ratu.;People in Potoci are not disturbed because they hear the war propaganda on TV every night.;women;peace;3.0;;1.0;4;13.1;7.0;;13;10.0;Traditional;7;0;Legacies of War;Culture & Society;Dealing with the Past;3;1;0.994264;2.052632;0.0;0.565217;1.666667;0.967742
80;Mediji ne prihvataju da za novac propagiraju rat.;The media does not accept to propagate war for money.;men;peace;4.0;;;4;7.0;13.0;;7;0.0;Legacies of War;13;0;Media;Dealing with the Past;Culture & Society;4;4;0.994264;2.736842;0.0;0.0;0.55914;0.820513
81;Grafiti budu samo kratko u Potocima, jer ih ljudi prefarbaju.;Graffiti is in Potoci for a short time only, because people repaint it.;youth;peace;;;4.0;4;3.2;8.5;;3;2.0;Public Ownership;8;5;Political Symbols;Culture & Society;Culture & Society;0;4;0.994264;0.0;0.0;2.26087;0.815047;0.923077
92;U Potocima su ljudi bliži jedni drugima, jer su manja zajednica od Mostara.;In Potoci, people are closer to each other because they are a smaller community than Mostar.;youth;peace;2.0;;1.0;3;6.3;1.3;;6;3.0;Social Trust;1;3.0;Social;Culture & Society;Culture & Society;2;1;0.745698;1.368421;0.0;0.565217;0.054002;1.067797
93;Svako u Potocima ima s kim izaći vani i družiti se.;Everyone in Potoci has someone to go out and socialize with.;youth;peace;2.0;1.0;;3;11.0;6.2;;11;0.0;Socializing;6;2.0;Personal relationships;Culture & Society;Culture & Society;1;1;0.745698;1.368421;1.262136;0.0;0.754352;0.878981
94;Kada su bili protesti na Uborku, svi su, bez obzira na vjeru i nacionalnost, izašli na ulice da protestuju za čist zrak.;When there were protests in Uborak, everyone, regardless of religion and nationality, took to the streets to protest for clean air.;youth;peace;1.0;1.0;1.0;3;1.3;6.4;;1;3.0;Social;6;4.0;Activism;Culture & Society;Culture & Society;0;1;0.745698;0.684211;1.262136;0.565217;0.31477;0.878981
95;Grad Mostar je napravio projekat, koji u Potocima potiče zajednički rad sve tri nacije.;The city of Mostar has made a project, which encourages the joint work of all three nations in Potoci.;women;peace;2.0;;1.0;3;9.1;6.9;;9;10.0;City politics;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;2;1;0.745698;1.368421;0.0;0.565217;0.577778;0.878981
96;Hrvat iz Potoka ne može biti agresor u Potocima.;A Croat from Potoci cannot be an aggressor in Potoci.;men;peace;;1.0;2.0;3;1.1;7.0;;1;10.0;Personal value;7;0;Legacies of War;Culture & Society;Dealing with the Past;-1;1;0.745698;0.0;1.262136;1.130435;0.31477;0.725806
97;Ljudi ukazuju političarima na svoje potrebe po pitanju zapošljavanja.;People point out their employment needs to politicians.;men;peace;3.0;;;3;9.4;20.2;;9;4.0;Accessibility;20;2.0;Hiring & employment;Rights & Dignity;Economic Activity & Livelihoods;3;3;0.745698;2.052632;0.0;0.0;0.577778;0.6875
98;Malonogometni turnir „Omer Tipura“, koji se organizuje svako ljeto u Potocima, okuplja veliki broj timova iz Mostara i okoline.;"The indoor football tournament ""Omer Tipura"", which is organized every summer in Potoci, gathers a large number of teams from Mostar and the surrounding area.";women;peace;;1.0;2.0;3;12.4;12.3;;12;4.0;Inclusion;12;3.0;Activities;Culture & Society;Culture & Society;-1;1;0.745698;0.0;1.262136;1.130435;4.875;2.4
99;Ljudi prihvataju škole podijeljene po nacionalnosti, jer prihvataju kulturološke razlike između ljudi.;People accept schools divided by nationality because they accept cultural differences between people.;youth;peace;;;3.0;3;19.3;6.9;;19;3.0;School inclusiveness;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;0;3;0.745698;0.0;0.0;1.695652;0.371429;0.878981
100;Roditelji zajedno organizuju vannastavne projkete (edukativne radionice) za izgradnju pozitivnih ličnosti mladih.;Parents together organize extracurricular projects (educational workshops) to build positive personalities/characters of young people.;women;peace;2.0;;1.0;3;19.2;15.2;2022-02-12 00:00:00;19;2.0;Non-school based education;15;2.0;Infrastructure;Rights & Dignity;Culture & Society;2;1;0.745698;1.368421;0.0;0.565217;0.371429;0.657143
115;Kada Hrvatica i njena porodica imaju blagdane, bošnjačke porodice uvijek zovu da im čestitaju.;When a Croat and her family have holidays, Bosniak families always call to wish them a happy holiday.;youth;peace;2.0;;;2;14.2;6.2;;14;2.0;Interfaith relations;6;2.0;Personal relationships;Culture & Society;Culture & Society;2;2;0.497132;1.368421;0.0;0.0;17.333333;0.585987
116;Mladi razumiju da su starijim generacijama ostale neke ratne traume.;Young people understand that the older generations are left with some war trauma.;youth;peace;1.0;1.0;;2;6.6;7.0;;6;6.0;Inter-generational Relations;7;0;Legacies of War;Culture & Society;Dealing with the Past;0;1;0.497132;0.684211;1.262136;0.0;0.036001;0.483871
117;Ljudi znaju mirno rješavati probleme, da ne dođe do podjela u trenutku kada se u gradu desi neki incident između ljudi različitih nacionalnosti.;People know how to solve problems peacefully, so that there is no division in the moment when there is an incident in the city between people of different nationalities.;youth;peace;;1.0;1.0;2;1.3;6.1;;1;3.0;Social;6;10.0;Us V Them;Culture & Society;Culture & Society;-1;1;0.497132;0.0;1.262136;0.565217;0.209847;0.585987
118;Ako je neki Ante nekome razbio glavu, ne znači da bi to uradio i Ivan.;If some Ante broke someone's head, it doesn't mean that Ivan would do the same.;youth;peace;;;2.0;2;4.4;6.1;;4;4.0;Violent Crime;6;10.0;Us V Them;Rights & Dignity;Culture & Society;0;2;0.497132;0.0;0.0;1.130435;0.204242;0.585987
119;Žena iz Potoka nije izgubila nadu da se išta može promijeniti u vezi raspisivanja konkursa.;A woman from Potoci does not lose hope that something can change regarding the announcement of a [job] vacancy.;women;peace;2.0;;;2;20.2;4.2;;20;2.0;Hiring & employment;4;1900-01-02 00:00:00;Corruption;Economic Activity & Livelihoods;Rights & Dignity;2;2;0.497132;1.368421;0.0;0.0;0.492424;0.567164
120;Djeca i u Potocima, kao i u Mostaru, imaju prijatelje druge vjere.;Children in Potoci, like as in Mostar, have friends of other faiths.;women;peace;;;2.0;2;15.5;6.9;;15;5.0;Inclusion;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;0;2;0.497132;0.0;0.0;1.130435;0.10766;0.585987
121;Zimski grad u Mostaru je za sve ljude.;Winterville in Mostar is for all people.;women;peace;;1.0;1.0;2;3.7;1.3;;3;7.0;Activities;1;3.0;Social;Culture & Society;Culture & Society;-1;1;0.497132;0.0;1.262136;0.565217;0.407524;0.711864
122;Vjera ne utiče na to da li će neko biti prijatelj ili ne.;Faith does not affect whether someone will be friends or not.;youth;peace;;;2.0;2;6.2;6.9;;6;2.0;Personal relationships;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;0;2;0.497132;0.0;0.0;1.130435;0.036001;0.585987
123;Ljudi u Potocima su navikli da čuju ezan sa džamije i zvona sa katoličke i pravoslavne crkve.;People in Potoci are used to hearing the call to prayer from the mosque and the bells from the Catholic and Orthodox churches.;women;peace;;;2.0;2;14.3;1.3;;14;3.0;Religious beliefs and practices;1;3.0;Social;Culture & Society;Culture & Society;0;2;0.497132;0.0;0.0;1.130435;17.333333;0.711864
124;Grad Mostar je osigurao novu pumpu za navodnjavanje iz jezera.;The city of Mostar has provided a new irrigation pump for irrigation from the lake.;women;peace;1.0;1.0;;2;17.6;9.1;;17;6.0;Water/agriculture;9;10.0;City politics;Economic Activity & Livelihoods;Rights & Dignity;0;1;0.497132;0.684211;1.262136;0.0;0.902778;0.666667
125;Policija je odgovorna za sprečavanje huliganizma u Mostaru.;Police are responsible for preventing hooliganism in Mostar.;youth;peace;2.0;;;2;5.1;4.1;;5;10.0;Accountability;4;10.0;Sport & Hooliganism;Armed Actors;Rights & Dignity;2;2;0.497132;1.368421;0.0;0.0;130.0;0.567164
126;U Mostaru više nema huliganizma, jer huligani dobijaju 10-15 godina zatvora kada nekoga napadnu.;There is no more hooliganism in Mostar, because hooligans get 10-15 years in prison when they attack someone.;youth;peace;;;2.0;2;4.1;9.3;;4;10.0;Sport & Hooliganism;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;0;2;0.497132;0.0;0.0;1.130435;0.204242;0.666667
127;U Mostaru se osjete pomaci, nakon što je izabran novi gradonačelnik.;You can feel progress in Mostar after the new mayor was elected.;men;peace;;2.0;;2;9.1;9.3;;9;10.0;City politics;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;-2;2;0.497132;0.0;2.524272;0.0;0.385185;0.666667
128;Više mladih ljudi je zaposleno pa imaju više međunacionalnog kontakta.;More young people are employed so they have more interethnic contact.;women;peace;;2.0;;2;6.9;20.5;;6;9.0;Ethno-religious identity;20;5;Youth employment;Culture & Society;Economic Activity & Livelihoods;-2;2;0.497132;0.0;2.524272;0.0;0.036001;0.458333
129;Djeca se uče u školi da se ne razlikuju po imenima.;Children are taught in school not to differentiate amongst one another by their name.;youth;peace;;;2.0;2;19.3;6.1;;19;3.0;School inclusiveness;6;10.0;Us V Them;Rights & Dignity;Culture & Society;0;2;0.497132;0.0;0.0;1.130435;0.247619;0.585987
130;U Mostaru postoje srednje škole koje nisu podijeljene po nacionalnosti.;There are high schools in Mostar that are not divided by nationality.;youth;peace;2.0;;;2;19.3;;;19;3.0;School inclusiveness;0;0;0;Rights & Dignity;0;2;2;0.497132;1.368421;0.0;0.0;0.247619;0.0
131;Djeca Hrvatice iz Potoka, koja su išla u Muzičku školu u Mostaru sa bošnjačkom djecom, su se nastavili družiti s njima i poslije škole.;The children of a Croat from Potoci, who went to the Music School in Mostar with Bosniak children, continued to hang out with them after school.;women;peace;1.0;1.0;;2;15.5;11.0;;15;5.0;Inclusion;11;0;Socializing;Culture & Society;Culture & Society;0;1;0.497132;0.684211;1.262136;0.0;0.10766;0.468085
132;Nacionalne podjele se ne prenose sa starijih na mlade.;National divisions are not passed on from the elderly to the young.;women;peace;1.0;;1.0;2;6.1;6.6;;6;10.0;Us V Them;6;6.0;Inter-generational Relations;Culture & Society;Culture & Society;1;1;0.497132;0.684211;0.0;0.565217;0.036001;0.585987
133;Hrvatska djeca idu u školu u Potocima, jer u njoj ima i hrvatski program.;Croatian children go to school in Potoci, because there is also a Croatian curriculum there.;women;peace;1.0;;1.0;2;19.3;;;19;3.0;School inclusiveness;0;0;0;Rights & Dignity;0;1;1;0.497132;0.684211;0.0;0.565217;0.247619;0.0
134;Žena Bošnjakinja iz Potoka odgaja svoju djecu da je najvažnije biti čovjek, pa tek onda Bošnjak.;A Bosniak woman from Potoci teaches her children that the most important thing is to first be a human, and only then a Bosniak.;women;peace;;1.0;1.0;2;1.1;15.2;2022-02-12 00:00:00;1;10.0;Personal value;15;2.0;Infrastructure;Culture & Society;Culture & Society;-1;1;0.497132;0.0;1.262136;0.565217;0.209847;0.438095
