#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
39;U Mostaru ima što više tvornica u kojima ljudi rade pa imaju duševni mir.;There are more factories in Mostar where people work so they have peace of mind.;verification;peace;2.0;6.0;1.0;9;23.1;20.2;;23;10.0;Mental Health;20;2.0;Hiring & employment;Rights & Dignity;Economic Activity & Livelihoods;-4;1;2.26087;1.431193;4.197309;0.866667;3.162162;1.659574
44;Ljudi iz Cima su psihički lakše podnosili izolaciju jer su boravili u svojim dvorištima, nego ljudi koji su živjeli u zgradama u Mostaru.;People from Cim psychologically endured isolation easier - because they stayed in their yards - than people who lived in [apartment] buildings in Mostar.;youth;peace;5.0;1.0;2.0;8;23.1;3.5;;23;10.0;Mental Health;3;5;Use of outdoors;Rights & Dignity;Culture & Society;4;1;2.009662;3.577982;0.699552;1.733333;2.810811;1.628319
46;Roditelj iz Cima je, bez političkih veza, pokrenuo inicijativu da se obnovi park za djecu u Cimu.;A parent from Cim started an initiative without political connections to renew a park for kids in Cim.;men;peace;2.0;5.0;;7;6.4;3.8;;6;4.0;Activism;3;8.0;Condition;Culture & Society;Culture & Society;-3;2;1.758454;1.431193;3.497758;0.0;0.154455;1.424779
47;Djevojka iz Cima može uvijek posuditi nešto od susjeda. (npr. so, šećer);A girl from Cim can always borrow something from the neighbors (e.g. salt, sugar);youth;peace;;1.0;6.0;7;6.1;;;6;10.0;Us V Them;0;0;0;Culture & Society;0;-1;1;1.758454;0.0;0.699552;5.2;0.154455;0.0
48;Žene sijele po kućama jedna kod druge u Cimu.;"Women have ""sijelo"" [social gathering] at their houses in Cim.";women;peace;3.0;4.0;;7;22.0;11.4;;22;0.0;Gender;11;4.0;Informal;Culture & Society;Culture & Society;-1;3;1.758454;2.146789;2.798206;0.0;2.459459;2.757576
49;U Mostaru studiraju studenti iz čitavog regiona (iz Hrvatske, Srbije, s Kosova).;There are students from the region (from Croatia, Serbia, Kosovo) studying in Mostar.;youth;peace;3.0;2.0;2.0;7;19.3;;;19;3.0;School inclusiveness;0;0;0;Rights & Dignity;0;1;2;1.758454;2.146789;1.399103;1.733333;2.363636;0.0
50;Mostar Summer Fest okuplja ljude iz čitave regije.;Mostar Summer Fest gathers people from all over region.;youth;peace;;4.0;3.0;7;3.7;1.3;;3;7.0;Activities;1;3.0;Social;Culture & Society;Culture & Society;-4;3;1.758454;0.0;2.798206;2.6;0.420162;1.272727
51;Povjerenje među ljudima u Mostaru je ponovo izgrađeno nakon rata.;Trust between people in Mostar is rebuilt after the war.;youth;peace;1.0;1.0;5.0;7;7.5;1.3;;7;5.0;Reconciliation;1;3.0;Social;Dealing with the Past;Culture & Society;0;1;1.758454;0.715596;0.699552;4.333333;20.222222;1.272727
52;U Mostaru se ne drogira puno osoba.;In Mostar not many people take drugs.;women;peace;1.0;3.0;3.0;7;16.4;;;16;4.0;Usage;0;0;0;Rights & Dignity;0;-2;1;1.758454;0.715596;2.098655;2.6;156.0;0.0
56;U Cimu je dosta ljudi rodbinski povezano.;In Cim there are plenty of people who are related.;men;peace;3.0;3.0;;6;6.2;;;6;2.0;Personal relationships;0;0;0;Culture & Society;0;0;3;1.507246;2.146789;2.098655;0.0;0.13239;0.0
57;Ljudi iz Cima nemaju predrasude na osnovu vjere.;People from Cim don't have prejudice based on faith.;women;peace;4.0;1.0;1.0;6;6.9;6.1;;6;9.0;Ethno-religious identity;6;10.0;Us V Them;Culture & Society;Culture & Society;3;1;1.507246;2.862385;0.699552;0.866667;0.13239;1.039604
58;Cijela Avenija u Mostaru je asfaltirana.;The whole Avenue in Mostar is paved.;men;peace;1.0;5.0;;6;17.1;3.8;;17;10.0;Roads;3;8.0;Condition;Economic Activity & Livelihoods;Culture & Society;-4;1;1.507246;0.715596;3.497758;0.0;0.735271;1.221239
59;Ljudi zaposleni u privatnom sektoru mogu dići kredit da plate svoj stan.;People who work in private sector can get credit to pay for their apartments.;men;peace;;6.0;;6;20.8;;;20;8.0;Livelihoods;0;0;0;Economic Activity & Livelihoods;0;-6;6;1.507246;0.0;4.197309;0.0;0.255319;0.0
60;Žena iz Cima ne mora misliti 24 sata dnevno kako da zaradi novac za svoju obitelj.;A woman from Cim doesn't have to think 24 hrs a day about how to make money for her family.;women;peace;5.0;1.0;;6;20.8;23.1;;20;8.0;Livelihoods;23;10.0;Mental Health;Economic Activity & Livelihoods;Rights & Dignity;4;1;1.507246;3.577982;0.699552;0.0;0.255319;1.945946
61;Svim studentima se sviđa noćni život u Mostaru.;All students like the night life in Mostar.;youth;peace;;;6.0;6;11.0;15.0;;11;0.0;Socializing;15;0;Youth;Culture & Society;Culture & Society;0;6;1.507246;0.0;0.0;5.2;2.181818;1.4
62;Policijske kazne su srazmjerne primanjima.;Police fines are in accordance with pay.;men;peace;2.0;2.0;2.0;6;5.1;20.8;;5;10.0;Accountability;20;8.0;Livelihoods;Armed Actors;Economic Activity & Livelihoods;0;2;1.507246;1.431193;1.399103;1.733333;58.5;1.106383
70;Ljudi u Cimu odmah samoorganizirano očiste snijeg sa ulica.;People Cim immediately organize themselves to clean the snow from the streets.;men;peace;2.0;2.0;1.0;5;3.2;6.1;;3;2.0;Public Ownership;6;10.0;Us V Them;Culture & Society;Culture & Society;0;1;1.256039;1.431193;1.399103;0.866667;0.300115;0.866337
71;Žena iz Cima ne mrzi ljude druge vjere.;A woman from Cim doesn't hate people of other faiths.;women;peace;4.0;1.0;;5;6.9;6.1;;6;9.0;Ethno-religious identity;6;10.0;Us V Them;Culture & Society;Culture & Society;3;1;1.256039;2.862385;0.699552;0.0;0.110325;0.866337
72;Normalni ljudi ne vrijeđaju nikoga na nacionalnoj osnovi.;Normal people don't insult anyone because of their nationality.;women;peace;3.0;1.0;1.0;5;6.9;6.1;;6;9.0;Ethno-religious identity;6;10.0;Us V Them;Culture & Society;Culture & Society;2;1;1.256039;2.146789;0.699552;0.866667;0.110325;0.866337
73;Ljudi iz Mostara se ne dijele po nacionalnosti kada odu u inozemstvo.;People from Mostar don't divide themselves by nationality when they go abroad.;women;peace;3.0;2.0;;5;6.1;20.7;;6;10.0;Us V Them;20;7.0;Migration;Culture & Society;Economic Activity & Livelihoods;1;2;1.256039;2.146789;1.399103;0.0;0.110325;0.921986
74;U Cimu nema fizičkih sukoba na nacionalnoj osnovi, jer je jednonacionalna zajednica.;In Cim there are no physical conflicts based on nationality because it is a mono-ethnic community.;youth;peace;3.0;1.0;1.0;5;4.4;6.3;;4;4.0;Violent Crime;6;3.0;Social Trust;Rights & Dignity;Culture & Society;2;1;1.256039;2.146789;0.699552;0.866667;2.445141;0.866337
75;Djeci, koja su rođena poslije rata, roditelji ne usađuju mržnju prema drugim vjerama.;Parents of kids born after the war don't instill hate towards other faiths.;women;peace;1.0;2.0;2.0;5;15.2;6.1;;15;2.0;Infrastructure;6;10.0;Us V Them;Culture & Society;Culture & Society;-1;1;1.256039;0.715596;1.399103;1.733333;3.714286;0.866337
76;U Cimu je lijepo oslikan pješački prijelaz kod škole, pa je povećana prometna sigurnost za djecu.;In Cim there's a nicely painted crosswalk near the school, increasing traffic safety for kids.;men;peace;1.0;;4.0;5;21.3;17.1;;21;3.0;Pedestrian Safety;17;10.0;Roads;Culture & Society;Economic Activity & Livelihoods;1;1;1.256039;0.715596;0.0;3.466667;0.902778;1.41791
77;Mladi dobiju posao u roku od 2 godine nakon što diplomiraju.;Young people get a job within 2 years from when they graduated.;women;peace;3.0;1.0;1.0;5;20.5;;;20;5.0;Youth employment;0;0;0;Economic Activity & Livelihoods;0;2;1;1.256039;2.146789;0.699552;0.866667;0.212766;0.0
78;Ljudi ne govore drugima da su ludi ako idu kod psihologa.;People don't tell others they're crazy if they visit a psychologist.;women;peace;3.0;1.0;1.0;5;23.1;23.2;;23;10.0;Mental Health;23;2.0;0;Rights & Dignity;Rights & Dignity;2;1;1.256039;2.146789;0.699552;0.866667;1.756757;1.621622
84;Ne smatra se sramotnim koristiti bicikl kao sredstvo prijevoza.;It's not considered shameful to use a bike as a mode of transportation.;men;peace;;2.0;2.0;4;2.3;1.1;;2;3.0;Movement;1;10.0;Personal value;Security;Culture & Society;-2;2;1.004831;0.0;1.399103;1.733333;4.727273;0.727273
85;U ekipama, koje sudjeluju u malonogomentnom turniru, igraju osobe i drugih nacionalnosti.;People of different nationalities play in teams who participate in football tournaments.;youth;peace;3.0;1.0;;4;12.3;12.4;;12;3.0;Activities;12;4.0;Inclusion;Culture & Society;Culture & Society;2;1;1.004831;2.146789;0.699552;0.0;3.301587;1.037037
86;Svi žitelji se okupljaju svake godine 12.6. na velikom slavlju, kada je proslava svetog Ante, zaštitnika Cima.;All residents gather every year on 12 June at the big celebration of St. Anthony, patron saint of Cim.;youth;peace;2.0;2.0;;4;3.7;14.2;;3;7.0;Activities;14;2.0;Interfaith relations;Culture & Society;Culture & Society;0;2;1.004831;1.431193;1.399103;0.0;0.240092;0.5
87;Ljudi rade na sebi kroz čitanje.;People work on themselves by reading.;women;peace;3.0;1.0;;4;11.3;23.1;;11;3.0;Individual Leisure;23;10.0;Mental Health;Culture & Society;Rights & Dignity;2;1;1.004831;2.146789;0.699552;0.0;1.454545;1.297297
88;U Mostaru ne postoje samo bogati i siromašni, nego i srednji stalež.;There aren't only reach and poor people in Mostar, but middle class also.;women;peace;2.0;2.0;;4;20.8;;;20;8.0;Livelihoods;0;0;0;Economic Activity & Livelihoods;0;0;2;1.004831;1.431193;1.399103;0.0;0.170213;0.0
89;Parking kod Kosače je siguran.;Parking at Kosača [the Croatian Cultural Center] is safe.;men;peace;2.0;2.0;;4;21.1;3.3;;21;10.0;Parking;3;3.0;Comfort;Culture & Society;Culture & Society;0;2;1.004831;1.431193;1.399103;0.0;0.722222;0.814159
90;Ulice u Cimu ne poplivaju kada pada kiša.;Streets in Cim aren't flooded when it rains.;men;peace;2.0;1.0;1.0;4;17.1;3.8;;17;10.0;Roads;3;8.0;Condition;Economic Activity & Livelihoods;Culture & Society;1;1;1.004831;1.431193;0.699552;0.866667;0.490181;0.814159
91;Građanin Cima ne mora imati političke veze sa HDZ-om kako bi pokrenuo inicijativu za opće dobro.;A resident of Cim doesn't need to have political connections with the HDZ [Croatian Democratic Party] to start initiative for greater good.;men;peace;2.0;2.0;;4;4.2;6.4;;4;2.0;Corruption;6;4.0;Activism;Rights & Dignity;Culture & Society;0;2;1.004831;1.431193;1.399103;0.0;1.956113;0.693069
92;Ljudi iz MZ Cim znaju ko je predsjednik Mjesne zajednice.;People from MZ Cim know who is the president of the MZ;men;peace;4.0;;;4;9.6;;;9;6.0;Mjesna zajednica;0;0;0;Rights & Dignity;0;4;4;1.004831;2.862385;0.0;0.0;1.95;0.0
93;Ljudi u Mostaru imaju financijsku sigurnost pa ih nije briga tko je koje nacionalnosti.;People in Mostar have financial security so they don't care who is of which nationality.;women;peace;4.0;;;4;20.8;6.9;;20;8.0;Livelihoods;6;9.0;Ethno-religious identity;Economic Activity & Livelihoods;Culture & Society;4;4;1.004831;2.862385;0.0;0.0;0.170213;0.693069
94;Kada muslimani koje rade u državnim institucijama slave Bajram, njihove kolege katolici ne idu ranije s posla.;When muslims who work in state institutions celebrate Eid, their Catholic colleagues don't get off earlier from work.;women;peace;3.0;1.0;;4;20.3;14.3;;20;3.0;Worker's protection and rights;14;3.0;Religious beliefs and practices;Economic Activity & Livelihoods;Culture & Society;2;1;1.004831;2.146789;0.699552;0.0;0.170213;0.5
95;Mostar Blues festival okuplja publiku iz čitavog grada.;Mostar Blues Festival gathers a crowd from all over the city.;youth;peace;;;4.0;4;3.7;1.3;;3;7.0;Activities;1;3.0;Social;Culture & Society;Culture & Society;0;4;1.004831;0.0;0.0;3.466667;0.240092;0.727273
96;Rijetko se dešavaju pljačke u Cimu, i to su obično profesionalci koji stalno mijenjaju naselja.;Robberies rarely occur in Cim and those that do are usually profesionals who constantly change neighborhoods.;men;peace;;3.0;1.0;4;4.3;;;4;3.0;Non-violent Crime;0;0;0;Rights & Dignity;0;-3;1;1.004831;0.0;2.098655;0.866667;1.956113;0.0
97;Ne događaju se tuče ni u gradskim, kao ni u prigradskim naseljima.;There are no fights in the city or in the surburban area.;men;peace;1.0;2.0;1.0;4;4.4;2.0;;4;4.0;Violent Crime;2;0;Tranquility/Security;Rights & Dignity;Security;-1;1;1.004831;0.715596;1.399103;0.866667;1.956113;1.090909
98;Kad žena kaže da je rođena u Jarama, niko joj ne kaže „Bog te mazo!“.;"When a woman says she's born in Jare [a village near Mostar] no one tells her ""Bog te mazo"" [for God's sake]";women;peace;2.0;1.0;1.0;4;1.3;6.1;;1;3.0;Social;6;10.0;Us V Them;Culture & Society;Culture & Society;1;1;1.004831;1.431193;0.699552;0.866667;1.134545;0.693069
99;U Mostaru ne postoje dijelovi grada u kojem se žene osjećaju nesigurno.;There are no parts of the city of Mostar where women feel insecure.;women;peace;2.0;1.0;1.0;4;22.3;;;22;3.0;Safety and comfort;0;0;0;Culture & Society;0;1;1;1.004831;1.431193;0.699552;0.866667;1.405405;0.0
100;"Čovjek iz Cima je protiv korištenja izraza ""lijeva"" i ""desna"" strana.";"A man from Cim is against using terms ""left"" and ""right"" side [of Mostar]";verification;peace;2.0;1.0;1.0;4;6.8;1.3;;6;8.0;Language;1;3.0;Social;Culture & Society;Culture & Society;1;1;1.004831;1.431193;0.699552;0.866667;0.08826;0.727273
117;Djevojka iz Cima ode u prirodu (na Gorance) kada se želi opustiti.;A girl from Cim goes out into nature (to Goranci [a village near Mostar]) when she wants to relax.;youth;peace;;2.0;1.0;3;11.3;3.5;;11;3.0;Individual Leisure;3;5;Use of outdoors;Culture & Society;Culture & Society;-2;1;0.753623;0.0;1.399103;0.866667;1.090909;0.610619
118;Mostar nije imao jake epidemiološke mjere tijekom pandemije kao ostatak svijeta, pa su ljudi lakše podnosili izolaciju.;Mostar didn't have strong epidemic measures during the pandemic like the rest of the world, so people handled the isolation much easier.;youth;peace;;1.0;2.0;3;23.1;9.3;;23;10.0;Mental Health;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;-1;1;0.753623;0.0;0.699552;1.733333;1.054054;0.6
119;Ljudi rade na sebi kroz razmjenu mišljenja.;People work on themseves through exchanging opinions.;women;peace;3.0;;;3;11.0;23.1;;11;0.0;Socializing;23;10.0;Mental Health;Culture & Society;Rights & Dignity;3;3;0.753623;2.146789;0.0;0.0;1.090909;0.972973
120;Ljudi iz Cima nemaju predrasude na osnovu rase.;People from Cim don't have prejudice based on race.;women;peace;2.0;;1.0;3;6.9;6.1;;6;9.0;Ethno-religious identity;6;1900-01-10 00:00:00;Us V Them;Culture & Society;Culture & Society;2;1;0.753623;1.431193;0.0;0.866667;0.066195;0.519802
121;Stanari Cima se imaju kome obratiti da prijave problem u Cimu.;Residents in Cim have someone to whom to report a problem in Cim.;men;peace;3.0;;;3;9.4;;;9;4.0;Accessibility;0;0;0;Rights & Dignity;0;3;3;0.753623;2.146789;0.0;0.0;1.4625;0.0
122;Djevojka koja je završila razrednu nastavu ne mora praviti torte kako bi zaradila novac.;A girl who graduated [with a degree] in elementary school teaching doesn't have to make cakes to earn money.;women;peace;;;3.0;3;20.8;19.0;;20;8.0;Livelihoods;19;0;Education;Economic Activity & Livelihoods;Rights & Dignity;0;3;0.753623;0.0;0.0;2.6;0.12766;0.785714
123;Država daje financijske poticaje privatnicima.;The state supports financially the owners of private companies.;women;peace;3.0;;;3;20.6;9.8;;20;6.0;Small businesses;9;8.0;Access to public funds;Economic Activity & Livelihoods;Rights & Dignity;3;3;0.753623;2.146789;0.0;0.0;0.12766;0.6
124;Humanitarna utrka „Protiv raka dojke“ okuplja ljude iz čitavog Mostara.;"The humanitarian race ""Against Breast Cancer"" gathers people from all over Mostar.";youth;peace;;;3.0;3;12.3;6.4;;12;3.0;Activities;6;4.0;Activism;Culture & Society;Culture & Society;0;3;0.753623;0.0;0.0;2.6;2.47619;0.519802
125;Žene iz Cima zajedno idu na fitness.;Women from Cim go together to fitness class.;women;peace;1.0;1.0;1.0;3;23.5;22.4;;23;5.0;0;22;4.0;Gender based activites;Rights & Dignity;Culture & Society;0;1;0.753623;0.715596;0.699552;0.866667;1.054054;0.972973
126;Žene iz Cima na fitnessu prenose pozitivnu energiju jedna na drugu.;Women from Cim share positive energy among them at fitness class.;women;peace;3.0;;;3;23.1;23.5;;23;10.0;Mental Health;23;5;0;Rights & Dignity;Rights & Dignity;3;3;0.753623;2.146789;0.0;0.0;1.054054;0.972973
127;Niti jedna navijačka skupina ne napada žene na ulici.;There is not one hooligan crew to attack women on the streets.;women;peace;;2.0;1.0;3;4.1;22.3;;4;10.0;Sport & Hooliganism;22;3.0;Safety and comfort;Rights & Dignity;Culture & Society;-2;1;0.753623;0.0;1.399103;0.866667;1.467085;0.972973
128;Ljudi u BiH mogu prepoznati ako je neki medij pod utjecajem nekoga, po načinu na koji pišu o jednoj te istoj temi.;People from B&H can recognize if some media is influenced by someone in the way they write about a certain subject.;men;peace;1.0;;2.0;3;13.0;4.2;;13;0.0;Media;4;2.0;Corruption;Culture & Society;Rights & Dignity;1;1;0.753623;0.715596;0.0;1.733333;156.0;1.137931
151;Ljudi u Mostaru ne čekaju da im netko očisti snijeg, nego se oni sami odmah okupe.;People in Mostar don't wait for someone to clear the snow, but they gather themselves right away;men;peace;;1.0;1.0;2;3.2;3.2;;3;2.0;Public Ownership;3;2.0;Public Ownership;Culture & Society;Culture & Society;-1;1;0.502415;0.0;0.699552;0.866667;0.120046;0.40708
152;Ako dijete ispred škole u Cimu baci otpadak, roditelj mu kaže da se vrati, pokupi to i baci u obližnju kantu.;If a kid litters in front of the school in Cim, a parent tells him to go back and pick it up and throw it into the nearest [trash] can.;men;peace;;2.0;;2;19.5;18.2;;19;5.0;Family-based Education;18;2.0;Waste prevention;Rights & Dignity;Rights & Dignity;-2;2;0.502415;0.0;1.399103;0.0;0.675325;0.555556
153;Momak tijekom izolacije nije morao ići u školu.;A guy didn't have to go to school during isolation;youth;peace;;2.0;;2;19.0;;;19;0.0;Education;0;0;0;Rights & Dignity;0;-2;2;0.502415;0.0;1.399103;0.0;0.675325;0.0
154;Žena iz Cima više ne pokušava da se svidi prijateljicama koje imaju negativnu vibru.;A woman from Cim no longer tries to please her friends who have a negative vibe.;women;peace;2.0;;;2;22.1;1.1;;22;10.0;Gender norms;1;10.0;Personal value;Culture & Society;Culture & Society;2;2;0.502415;1.431193;0.0;0.0;0.702703;0.363636
155;Žena sama pije kavu, jer joj ne treba nitko.;A woman drinks coffee alone because she doesn't need anyone.;women;peace;;2.0;;2;11.3;22.0;;11;3.0;Individual Leisure;22;0;Gender;Culture & Society;Culture & Society;-2;2;0.502415;0.0;1.399103;0.0;0.727273;0.648649
156;Žena svaki dan šeta 1 sat u Cimu.;A woman walks every day for 1 hour in Cim.;women;peace;1.0;1.0;;2;11.3;22.0;;11;3.0;Individual Leisure;22;0;Gender;Culture & Society;Culture & Society;0;1;0.502415;0.715596;0.699552;0.0;0.727273;0.648649
157;Ženi iz Cima, koja je došla u Socijalno na istočnoj strani neposredno nakon rata, nitko nije rekao „Gdje ti je sad Franjo Tuđman?“.;"A woman from Cim who came to the Social security department on the east side right after the war wasn't told ""Where is your Franjo Tuđman now?""";women;peace;;2.0;;2;6.1;7.6;;6;10.0;Us V Them;7;6.0;Intergroup;Culture & Society;Dealing with the Past;-2;2;0.502415;0.0;1.399103;0.0;0.04413;0.333333
158;Najbolja prijateljica djevojke iz Cima je Srpkinja.;The best friend of a girl from Cim is a Serb.;women;peace;2.0;;;2;6.2;6.9;;6;2.0;Personal relationships;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;2;2;0.502415;1.431193;0.0;0.0;0.04413;0.346535
159;U Cimu nema verbalnih sukoba na nacionalnoj osnovi, jer je jednonacionalna zajednica.;There are no verbal conflicts based on nationality in Cim because it's a mono-national community.;youth;peace;1.0;1.0;;2;6.9;6.3;;6;9.0;Ethno-religious identity;6;3.0;Social Trust;Culture & Society;Culture & Society;0;1;0.502415;0.715596;0.699552;0.0;0.04413;0.346535
160;U cijelom Cimu je napravljena kanalizacija.;There is a system of drainage built throughout Cim;men;peace;2.0;;;2;17.0;;;17;0.0;Infrastructure;0;0;0;Economic Activity & Livelihoods;0;2;2;0.502415;1.431193;0.0;0.0;0.24509;0.0
161;Ljudi u Mostaru ne traže da se parkiraju 3 m dalje od odredišta, nego im je uredu da se parkiraju u krugu od 500 m.;People from Mostar don't ask to park 3 m from their destination but they find it ok to park in a circle of 500m [from their destination].;men;peace;;1.0;1.0;2;21.1;;;21;10.0;Parking;0;0;0;Culture & Society;0;-1;1;0.502415;0.0;0.699552;0.866667;0.361111;0.0
